Spinal Cord Injuries	disease	D013119 	Central Nervous System Diseases [C10.228]/Spinal Cord Diseases [C10.228.854]	Nervous System Diseases [C10]/Trauma, Nervous System [C10.900] 	Wounds and Injuries [C26]			
Stimulants, Historical	drug	D018758 	Pharmacologic Actions [D27.505]/Therapeutic Uses [D27.505.954] 					
Stomach Ulcer	disease	D013276	Gastrointestinal Diseases [C06.405]					
Stomach Ulcer	disease	D013276	Gastrointestinal Diseases [C06.405]/Peptic Ulcer [C06.405.608]	Gastrointestinal Diseases [C06.405]/Stomach Diseases [C06.405.748] 				
Substance-Related Disorders	disease	D019966	Chemically-Induced Disorders [C25]       					
Tendinopathy	disease	D052256 	Muscular Diseases [C05.651]	Tendon Injuries [C26.874]				
Thermoregulator Agents	drug		Pharmacologic Actions [D27.505]/Physiological Effects of Drugs [D27.505.696]/Homeostatic Agents					
Tinea Pedis	disease	D014008	Infection [C01.539]/Skin Diseases, Infectious [C01.539.800] 	Mycoses [C01.703]/Dermatomycoses [C01.703.295]	Skin Diseases [C17.800]/Foot Diseases [C17.800.321]	Skin Diseases [C17.800]/Skin Diseases, Infectious [C17.800.838] 		
Tinnitus	disease	D014012	Ear Diseases [C09.218]/Hearing Disorders [C09.218.458] 	Neurologic Manifestations [C10.597]/ Sensation Disorders [C10.597.751]	Signs and Symptoms [C23.888]/Neurologic Manifestations [C23.888.592]/Sensation Disorders [C23.888.592.763]			
Tooth Diseases	disease	D014076	Stomatognathic Diseases [C07]       					
Urethritis	disease	D014526 	Urologic Diseases [C12.777]/Urethral Diseases [C12.777.767] 					
Urinary Tract Infections	disease	D014552 	Infection [C01.539]	Urologic Diseases [C12.777] 				
Urologic Diseases	disease	D014570 	Male Urogenital Diseases [C12]	Female Urogenital Diseases [C13.351]				
Varicose Veins	disease	D014648 	Vascular Diseases [C14.907] 					
Vascular Diseases	disease	D014652	Cardiovascular Diseases [C14]        					
Vasoconstrictor Agents	drug	D014662	Pharmacologic Actions [D27.505]/Therapeutic Uses [D27.505.954]/Cardiovascular Agents [D27.505.954.411]        					
Venous Insufficiency	disease	D014689	Vascular Diseases [C14.907]        					
Venous Thrombosis	disease	D020246 	Vascular Diseases [C14.907] /Embolism and Thrombosis [C14.907.355]/Thrombosis [C14.907.355.830]					
Vertigo	drug	D014717	Ear Diseases [C09.218]/ Labyrinth Diseases [C09.218.568]	Neurologic Manifestations [C10.597]       				
Virus Diseases	disease	D014777	Virus Diseases [C02] 					
Vitiligo	disease	D014820	Skin Diseases [C17.800]/Pigmentation Disorders [C17.800.621]/Hypopigmentation [C17.800.621.440]        					
Wounds and Injuries	disease	D014947	Diseases [C]					
Wounds, Penetrating	disease	D014950	Wounds and Injuries [C26]        					
